"Pathways"	"TopCut_highestMinuslogP_meanUPandDOWN"	"maximum_MinuslogP_meanUPandDOWN"	"sum_MinuslogP_meanUPandDOWN"	"times_significant_meanUPandDOWN"	"FirstTopCut_significant_meanUPandDOWN"	"PEBBA_score_meanUPandDOWN"	"TopCut_highestMinuslogP_minUPandDOWN"	"maximum_MinuslogP_maxUPandDOWN"	"sum_MinuslogP_maxUPandDOWN"	"times_significant_maxUPandDOWN"	"FirstTopCut_significant_minUPandDOWN"	"PEBBA_score_maxUPandDOWN"	"TopCut_highestMinuslogP_up"	"maximum_MinuslogP_up"	"sum_MinuslogP_up"	"times_significant_up"	"FirstTopCut_significant_up"	"PEBBA_score_up"	"TopCut_highestMinuslogP_down"	"maximum_MinuslogP_down"	"sum_MinuslogP_down"	"times_significant_down"	"FirstTopCut_significant_down"	"PEBBA_score_down"	"TopCut_highestMinuslogP_any"	"maximum_MinuslogP_any"	"sum_MinuslogP_any"	"times_significant_any"	"FirstTopCut_significant_any"	"PEBBA_score_any"
"Elastic fibre formation"	500	0.0379605494643854	0.165051336664632	0	0	0.01151059837972	500	0.0501842618712656	0.578678795688561	0	0	0.0127848416780313	500	0.0379605494643854	0.165051336664632	0	0	0.01151059837972	800	0.0501842618712656	0.578678795688561	0	0	0.0127848416780313	150	0.401950584463396	2.37439582605643	0	0	0.148774899857748
"Elevation of cytosolic Ca2+ levels"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	100	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	100	0	0	0	0	0	800	0.0560973203718177	0.220424147672866	0	0	0.0142494236078525
"Elongation arrest and recovery"	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	150	0.216221479011841	1.33026330572298	0	0	0.0874001933097931	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	150	0.216221479011841	1.33026330572298	0	0	0.0874001933097931	100	0.392349301788387	5.06889360936459	0	0	0.162265934738841
"Endogenous sterols"	150	0.391243966280447	1.33286146285713	0	0	0.145537963452742	150	0.391243966280447	1.49532115643518	0	0	0.145537963452742	150	0.391243966280447	1.33286146285713	0	0	0.145537963452742	150	0.248346499126852	1.49532115643518	0	0	0.0988474708936614	1000	0.0820707823626043	0.342784204377349	0	0	0.0189303201839985
"Endosomal Sorting Complex Required For Transport ESCRT"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	1300	0.00793207908017489	0.0262402020784706	0	0	0.00171547393177024	650	0.995766741873553	15.7348287996451	0.344827586206897	100	0.177647047749055
"Energy dependent regulation of mTOR by LKB1_AMPK"	1050	0.000862341850469868	0.00271001404249529	0	0	0.000203277088934648	800	0.0501842618712656	0.472148165811277	0	0	0.0127848416780313	1050	0.000862341850469868	0.00271001404249529	0	0	0.000203277088934648	800	0.0501842618712656	0.472148165811277	0	0	0.0127848416780313	400	0.324631646119734	3.33784799635275	0	0	0.0924021505265619
"eNOS activation and regulation"	1350	0.0301630240196178	0.0385253947919282	0	0	0.0063566897986044	100	0.432520774977552	1.85555453121178	0	0	0.175564313646888	1350	0.0301630240196178	0.0385253947919282	0	0	0.0063566897986044	100	0.432520774977552	1.85555453121178	0	0	0.175564313646888	100	0	0	0	0	0
"EPHA_mediated growth cone collapse"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	100	0.432520774977552	1.81916666928781	0	0	0.175564313646888	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	100	0.432520774977552	1.81916666928781	0	0	0.175564313646888	550	0.091807139651993	0.545157638900957	0	0	0.0262222641232827
"EPHB_mediated forward signaling"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	100	0.396284600217291	2.09506634474948	0	0	0.163592407330622	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	100	0.396284600217291	2.09506634474948	0	0	0.163592407330622	100	0.392349301788387	2.04315403088192	0	0	0.162265934738841
"EPH_ephrin mediated repulsion of cells"	250	0.16233318234454	0.644659285199685	0	0	0.0580527085598889	100	0.507912705888594	2.42186705503069	0	0	0.199124850636478	250	0.16233318234454	0.644659285199685	0	0	0.0580527085598889	100	0.507912705888594	2.42186705503069	0	0	0.199124850636478	550	0.0483065803032037	0.299472598591916	0	0	0.014097294360231
"EPH_Ephrin signaling"	250	0.09609135693542	0.509650280319975	0	0	0.0354955624861942	100	0.432520774977552	1.98465277879914	0	0	0.175564313646888	250	0.09609135693542	0.509650280319975	0	0	0.0354955624861942	100	0.432520774977552	1.98465277879914	0	0	0.175564313646888	100	0.230616759111008	0.881971756000455	0	0	0.10297814112452
"Ephrin signaling"	100	0	0	0	0	0	100	0.713213354997251	3.89540581485892	0.0344827586206897	0	0.197561281236761	100	0	0	0	0	0	250	0.713213354997251	3.89540581485892	0.0344827586206897	250	0.197561281236761	700	0.22871814743807	1.54106554523869	0	0	0.0560782269750316
"ERBB2 Regulates Cell Motility"	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0
"ERCC6 CSB and EHMT2 G9a positively regulate rRNA expression"	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	800	0.0334479581727712	0.338974519203323	0	0	0.00859223881833238	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	800	0.0334479581727712	0.338974519203323	0	0	0.00859223881833238	200	0.578616167038071	4.53675948997775	0	0	0.181974908151655
"ERKslashMAPK targets"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	300	0.110204083404141	1.03266635129517	0	0	0.0381942644111041	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	300	0.110204083404141	1.03266635129517	0	0	0.0381942644111041	100	0.510888143797809	2.52810393448572	0	0	0.200018755423244
"ER_Phagosome pathway"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0501842618712656	0.618328848670479	0	0	0.0127848416780313	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0501842618712656	0.618328848670479	0	0	0.0127848416780313	100	1.11191933311082	9.04383288584635	0.0344827586206897	100	0.335536482858884
"Eukaryotic Translation Elongation"	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	1350	0.00000278814749443733	0.0000061642988263838	0	0	0.000000596492011567189	1500	3.12843193825258	50.0094420988648	1	100	0.196227552780527
"Eukaryotic Translation Termination"	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	100	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	100	0	0	0	0	0	1500	2.57751544099281	37.3809226906214	0.96551724137931	100	0.189624595709027
"Export of Viral Ribonucleoproteins from Nucleus"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	350	0.0712817261211173	0.776921172380835	0	0	0.0239653756475676	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	1500	0.0676320802291537	0.776921172380835	0	0	0.0134200602867879	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"Extension of Telomeres"	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	350	0.0913475433705916	0.705190118565593	0	0	0.0304091802554487	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	350	0.0913475433705916	0.705190118565593	0	0	0.0304091802554487	200	0.245485898380792	2.2658148881605	0	0	0.0901642206125742
"Fanconi Anemia Pathway"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0473994531081529	0.33328923084459	0	0	0.0118232470584403	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	850	0.0473994531081529	0.33328923084459	0	0	0.0118232470584403	650	1.20291267427537	17.6746673606069	0.413793103448276	100	0.19712068434357
"Fatty acids"	100	0	0	0	0	0	100	0.0351383034562721	0.262983233546728	0	0	0.00786308898451562	100	0	0	0	0	0	1150	0.0351383034562721	0.262983233546728	0	0	0.00786308898451562	100	0	0	0	0	0
"Fatty Acyl_CoA Biosynthesis"	250	1.50545785691529	17.7385383356722	0.310344827586207	200	0.301450013453343	250	1.50545785691529	17.7385383356722	0.310344827586207	0	0.301450013453343	250	1.50545785691529	17.7385383356722	0.310344827586207	200	0.301450013453343	250	0.111642730528153	0.927036932497887	0	0	0.040926225851692	900	0.0275263560799684	0.126367261446752	0	0	0.00678773956789533
"FCERI mediated Ca+2 mobilization"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	450	0.0563098633968081	0.467424289615528	0	0	0.0175418735224042	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	800	0.0501842618712656	0.467424289615528	0	0	0.0127848416780313	200	0.22197974767018	1.26864941956908	0	0	0.0824568373741114
"FCGR activation"	100	0	0	0	0	0	100	0.432520774977552	1.91938897526464	0	0	0.175564313646888	100	0	0	0	0	0	100	0.432520774977552	1.91938897526464	0	0	0.175564313646888	150	0.362187432451618	3.99998652104134	0	0	0.136576615928835
"Fertilization"	100	0	0	0	0	0	100	0.0501842618712656	0.563125270696303	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.563125270696303	0	0	0.0127848416780313	850	0.0535560023124504	0.185399121362508	0	0	0.0133182129413393
"FGFR1 ligand binding and activation"	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0
"FGFR1 mutant receptor activation"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0415809701379728	0.553324605672069	0	0	0.0106384002711124	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0415809701379728	0.553324605672069	0	0	0.0106384002711124	150	0.349435289269325	2.16049684411003	0	0	0.132560751915672
"FGFR2 alternative splicing"	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	750	0.440493603035273	2.29209232446886	0	0	0.0952977532182548	750	0.0166514691987331	0.0349325939354373	0	0	0.00441703934786319	750	0.440493603035273	2.29209232446886	0	0	0.0952977532182548	100	0.477479842965305	3.79654495516143	0	0	0.189827605109198
"FGFR2 ligand binding and activation"	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0
"FGFR2 mutant receptor activation"	100	0	0	0	0	0	100	0.248346499126852	1.53293443922362	0	0	0.0988474708936614	100	0	0	0	0	0	150	0.248346499126852	1.53293443922362	0	0	0.0988474708936614	100	0.513630251558616	3.22704585685477	0	0	0.200840209549507
"Formation of a pool of free 40S subunits"	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	100	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	900	0.001114740705552	0.00507060855839221	0	0	0.000278529903234709	100	0	0	0	0	0	1500	2.61637797486736	39.3360426720928	1	100	0.190218783728293
"Formation of ATP by chemiosmotic coupling"	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0.981587433318052	13.3048103718764	0.206896551724138	100	0.312642104930049
"Formation of Fibrin Clot Clotting Cascade"	600	0.499905011283966	4.17418191333652	0	0	0.114049251720615	600	0.499905011283966	4.17418191333652	0	0	0.114049251720615	600	0.499905011283966	4.17418191333652	0	0	0.114049251720615	800	0.0478846736446742	0.565357058044582	0	0	0.0122129228569631	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"Formation of HIV_1 elongation complex containing HIV_1 Tat"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.195564469128387	1.24467409427983	0	0	0.0798427172153744	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.195564469128387	1.24467409427983	0	0	0.0798427172153744	100	0.350724757285462	3.38657081266393	0	0	0.147911226538068
"Formation of HIV elongation complex in the absence of HIV Tat"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.192873353811812	1.24089181823738	0	0	0.0788466147309723	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.192873353811812	1.24089181823738	0	0	0.0788466147309723	100	0.347278462171478	3.24634616315245	0	0	0.146695731444027
"Formation of Incision Complex in GG_NER"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	100	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	100	0	0	0	0	0	100	1.08331555107338	8.61592553752549	0.0344827586206897	100	0.330764278079786
"Formation of RNA Pol II elongation complex"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.192873353811812	1.24089181823738	0	0	0.0788466147309723	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.192873353811812	1.24089181823738	0	0	0.0788466147309723	100	0.347278462171478	3.24634616315245	0	0	0.146695731444027
"Formation of Senescence_Associated Heterochromatin Foci SAHF"	150	0.391243966280447	1.33286146285713	0	0	0.145537963452742	150	0.391243966280447	1.33286146285713	0	0	0.145537963452742	150	0.391243966280447	1.33286146285713	0	0	0.145537963452742	300	0.110204083404141	0.888409242015384	0	0	0.0381942644111041	1200	0.00637144137933346	0.0213973329685954	0	0	0.00142272451079191
"Formation of TC_NER Pre_Incision Complex"	350	0.0515060625953278	0.268631250263493	0	0	0.0174869745489022	150	0.161424951921007	1.10975064743478	0	0	0.0670052607634627	350	0.0515060625953278	0.268631250263493	0	0	0.0174869745489022	150	0.161424951921007	1.10975064743478	0	0	0.0670052607634627	750	1.0498340620059	16.3343753650005	0.344827586206897	100	0.173862396306828
"Formation of the beta_catenin:TCF transactivating complex"	200	0.18865718933857	0.808191966849239	0	0	0.0712156013449118	150	0.201713210157623	1.32740222493506	0	0	0.0821086077219796	200	0.18865718933857	0.808191966849239	0	0	0.0712156013449118	150	0.201713210157623	1.32740222493506	0	0	0.0821086077219796	100	0.364188364406899	2.34722862098656	0	0	0.152619842848925
"Formation of the Early Elongation Complex"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.219272168844488	1.35360927097831	0	0	0.0885031329980381	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.219272168844488	1.35360927097831	0	0	0.0885031329980381	100	0.405234684777386	3.20200004901853	0	0	0.166589850039909
"Formation of the HIV_1 Early Elongation Complex"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.219272168844488	1.35360927097831	0	0	0.0885031329980381	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	150	0.219272168844488	1.35360927097831	0	0	0.0885031329980381	100	0.405234684777386	3.20200004901853	0	0	0.166589850039909
"Formation of the ternary complex and subsequently the 43S complex"	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0.885941711952747	8.41298514239308	0.0344827586206897	100	0.293837150823273
"Formation of tubulin folding intermediates by CCTslashTriC"	750	0.399772689962073	4.41544497396117	0	0	0.088141667751682	150	0.399772689962073	4.41544497396117	0	0	0.0988474708936614	750	0.399772689962073	4.41544497396117	0	0	0.088141667751682	150	0.248346499126852	1.41660578273004	0	0	0.0988474708936614	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"G0 and Early G1"	1500	0.000016623010188008	0.000016623010188008	0	0	0.00000341123103559663	800	0.0501842618712656	0.579651427180671	0	0	0.0127848416780313	1500	0.000016623010188008	0.000016623010188008	0	0	0.00000341123103559663	800	0.0501842618712656	0.579651427180671	0	0	0.0127848416780313	400	0.281396301537286	2.37402477050691	0	0	0.0817569413757386
"G1 Phase"	100	0.526584597174611	1.67576254376583	0	0	0.204690635150937	100	0.526584597174611	1.67576254376583	0	0	0.204690635150937	100	0.526584597174611	1.67576254376583	0	0	0.204690635150937	800	0.0501842618712656	0.515125730698985	0	0	0.0127848416780313	100	1.11191933311082	7.82762804856112	0.0344827586206897	100	0.335536482858884
"G1slashS DNA Damage Checkpoints"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0441016503682966	0.54038103294704	0	0	0.0112692003529244	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0441016503682966	0.54038103294704	0	0	0.0112692003529244	100	0.546132117656936	3.82933058355751	0	0	0.210407147166335
"G1slashS_Specific Transcription"	1350	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	100	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	1350	0.000054589832295894	0.000133575013654623	0	0	0.0000116785627603201	100	0	0	0	0	0	100	0	0	0	0	0
"G2slashM DNA damage checkpoint"	450	0.0357336211203488	0.147996274414476	0	0	0.0112461101793959	200	0.124660079968236	0.977056886548859	0	0	0.0485471003381046	450	0.0357336211203488	0.147996274414476	0	0	0.0112461101793959	200	0.124660079968236	0.977056886548859	0	0	0.0485471003381046	300	0.359743124452315	2.89111091698739	0	0	0.110592538793008
"GABA B receptor activation"	1350	0.0301630240196178	0.163564679604304	0	0	0.0063566897986044	850	0.0473994531081529	0.367050481918687	0	0	0.0118232470584403	1350	0.0301630240196178	0.163564679604304	0	0	0.0063566897986044	850	0.0473994531081529	0.367050481918687	0	0	0.0118232470584403	1350	0.00222802400934327	0.00721341360553806	0	0	0.000476130102547075
"GABA receptor activation"	1350	0.0301630240196178	0.163564679604304	0	0	0.0063566897986044	850	0.0473994531081529	0.367050481918687	0	0	0.0118232470584403	1350	0.0301630240196178	0.163564679604304	0	0	0.0063566897986044	850	0.0473994531081529	0.367050481918687	0	0	0.0118232470584403	1350	0.00222802400934327	0.00721341360553806	0	0	0.000476130102547075
"GABA synthesis release reuptake and degradation"	100	0	0	0	0	0	100	0.0596587619744678	0.686857615240651	0	0	0.0193046819028099	100	0	0	0	0	0	400	0.0596587619744678	0.686857615240651	0	0	0.0193046819028099	550	0.163256320386334	1.35961021008418	0	0	0.045027560805662
"G alpha 12slash13 signalling events"	250	0.108648619959617	0.583412961008406	0	0	0.0398872128714144	200	0.124289147278762	0.895497811256745	0	0	0.0484114375345627	250	0.108648619959617	0.583412961008406	0	0	0.0398872128714144	200	0.124289147278762	0.895497811256745	0	0	0.0484114375345627	550	0.0131466755186298	0.0770216165390105	0	0	0.00390428215782267
"G alpha z signalling events"	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	650	0.0473994531081529	0.483977576239665	0	0	0.0118232470584403	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	850	0.0473994531081529	0.483977576239665	0	0	0.0118232470584403	500	0.0743272372414971	0.403920668992518	0	0	0.0221355524366303
"Gamma carboxylation hypusine formation and arylsulfatase activation"	500	0.0379605494643854	0.167729959102676	0	0	0.01151059837972	500	0.0501842618712656	0.520697427894841	0	0	0.0127848416780313	500	0.0379605494643854	0.167729959102676	0	0	0.01151059837972	800	0.0501842618712656	0.520697427894841	0	0	0.0127848416780313	100	0.510888143797809	4.11238488034049	0	0	0.200018755423244
"Gap_filling DNA repair synthesis and ligation in GG_NER"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	350	0.0913475433705916	0.705190118565593	0	0	0.0304091802554487	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	350	0.0913475433705916	0.705190118565593	0	0	0.0304091802554487	100	0.950219229637238	6.45583837284941	0.0344827586206897	100	0.306671876173376
"Gap_filling DNA repair synthesis and ligation in TC_NER"	350	0.0505368622926116	0.265222409043022	0	0	0.0171661645171535	150	0.155924595202395	1.17884056705024	0	0	0.0648956632221465	350	0.0505368622926116	0.265222409043022	0	0	0.0171661645171535	150	0.155924595202395	1.17884056705024	0	0	0.0648956632221465	100	0.885941711952747	8.92679276397941	0.0689655172413793	100	0.293837150823273
"Gap junction assembly"	850	0.194048312766379	1.14912471689498	0	0	0.0450473685269825	150	0.710091062605314	4.2638884807696	0.0344827586206897	0	0.228520841845628	850	0.194048312766379	1.14912471689498	0	0	0.0450473685269825	150	0.710091062605314	4.2638884807696	0.0344827586206897	150	0.228520841845628	400	0.214134989970149	1.69931083291039	0	0	0.0642535305187248
"Gap junction trafficking"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	100	0.432520774977552	2.43861349870592	0	0	0.175564313646888	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	100	0.432520774977552	2.43861349870592	0	0	0.175564313646888	400	0.152596462510915	1.001750420807	0	0	0.0471746402653203
"Gap junction trafficking and regulation"	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.8184257258807	4.71513702207623	0.0689655172413793	0	0.251208327961412	400	0.0585353138167231	0.279896513878163	0	0	0.0189516887452521	150	0.8184257258807	4.71513702207623	0.0689655172413793	150	0.251208327961412	400	0.152596462510915	0.968994413777442	0	0	0.0471746402653203
"G beta:gamma signalling through PI3Kgamma"	200	0.18865718933857	0.808191966849239	0	0	0.0712156013449118	200	0.18865718933857	0.808191966849239	0	0	0.0712156013449118	200	0.18865718933857	0.808191966849239	0	0	0.0712156013449118	850	0.0473994531081529	0.405801540461935	0	0	0.0118232470584403	300	0.568259565244989	5.25805387101159	0	0	0.158668148833022
"G beta:gamma signalling through PLC beta"	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	300	0.110204083404141	0.888409242015384	0	0	0.0381942644111041	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	300	0.110204083404141	0.888409242015384	0	0	0.0381942644111041	550	0.0981332457547222	0.60369709025022	0	0	0.0279420289174478
"Generation of second messenger molecules"	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	100	0.432520774977552	2.01253980943266	0	0	0.175564313646888	650	0.0284745759093243	0.10247801308915	0	0	0.00790897834664147	100	0.432520774977552	2.01253980943266	0	0	0.175564313646888	250	0.927092199990058	8.45502077370394	0.0689655172413793	250	0.234120431512252
"GLI3 is processed to GLI3R by the proteasome"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.0478846736446742	0.545117179705345	0	0	0.0122129228569631	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	800	0.0478846736446742	0.545117179705345	0	0	0.0122129228569631	100	0.546132117656936	4.34902178622754	0	0	0.210407147166335
"Global Genome Nucleotide Excision Repair GG_NER"	350	0.0443143231741024	0.216008091839225	0	0	0.0150990507249926	350	0.0443143231741024	0.216008091839225	0	0	0.0150990507249926	350	0.0443143231741024	0.216008091839225	0	0	0.0150990507249926	350	0.0302297048220217	0.116902208873921	0	0	0.0103723907100999	100	0.709932958830164	5.37949030071821	0.0344827586206897	100	0.254161420516009
"Glucagon_like Peptide_1 GLP1 regulates insulin secretion"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	450	0.0563098633968081	0.294260958476612	0	0	0.0175418735224042	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	850	0.0399074698090759	0.294260958476612	0	0	0.0099915451479144	100	0	0	0	0	0
"Glucagon signaling in metabolic regulation"	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	650	0.0473994531081529	0.36881554926845	0	0	0.0118232470584403	650	0.0284745759093243	0.127090787200246	0	0	0.00790897834664147	850	0.0473994531081529	0.36881554926845	0	0	0.0118232470584403	100	0	0	0	0	0
"Glucagon_type ligand receptors"	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	850	0.0473994531081529	0.374906571817173	0	0	0.0118232470584403	1050	0.000862341850469868	0.00205150238787035	0	0	0.000203277088934648	850	0.0473994531081529	0.374906571817173	0	0	0.0118232470584403	100	0	0	0	0	0
"Gluconeogenesis"	100	0	0	0	0	0	100	1.91505920506216	31.4952797755534	0.724137931034483	0	0.228070393752184	100	0	0	0	0	0	750	1.91505920506216	31.4952797755534	0.724137931034483	150	0.228070393752184	100	0	0	0	0	0
"Glucose metabolism"	500	0.0379605494643854	0.197484156769581	0	0	0.01151059837972	500	4.2711933357734	63.4596513438482	0.96551724137931	0	0.277794670086271	500	0.0379605494643854	0.197484156769581	0	0	0.01151059837972	650	4.2711933357734	63.4596513438482	0.96551724137931	150	0.277794670086271	100	0.817284598061375	3.34088123654721	0.0344827586206897	100	0.279185385656874
"Glucose transport"	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	350	0.195679834722094	1.21639790794771	0	0	0.0364714038166304	350	0.0712817261211173	0.35117823999928	0	0	0.0239653756475676	1500	0.195679834722094	1.21639790794771	0	0	0.0364714038166304	1300	0.00334374202348208	0.0105571556290201	0	0	0.000724811807339429
"Glucuronidation"	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0	0	950	0.0839091641173033	0.371282258952936	0	0	0.0197161052177363
"Glutamate Binding Activation of AMPA Receptors and Synaptic Plasticity"	800	0.00796213820605535	0.0182811247367042	0	0	0.00207148368913084	800	0.0676320802291537	0.480560697705718	0	0	0.0134200602867879	800	0.00796213820605535	0.0182811247367042	0	0	0.00207148368913084	1500	0.0676320802291537	0.480560697705718	0	0	0.0134200602867879	500	0.126486245255352	0.736855768658168	0	0	0.0367154617498198
"Glutamate Neurotransmitter Release Cycle"	100	0	0	0	0	0	100	0.0501842618712656	0.596233059083482	0	0	0.0127848416780313	100	0	0	0	0	0	800	0.0501842618712656	0.596233059083482	0	0	0.0127848416780313	800	0.0828467695882695	0.412213153013853	0	0	0.0207677496785706
"Glutathione conjugation"	200	2.97905879492297	27.7544291101957	0.551724137931034	100	0.393154670303521	100	2.97905879492297	27.7544291101957	0.551724137931034	0	0.393154670303521	200	2.97905879492297	27.7544291101957	0.551724137931034	100	0.393154670303521	100	0.432520774977552	1.78253949116613	0	0	0.175564313646888	400	0.140187084178282	0.915945602742748	0	0	0.0436014641864209
"Glycogen breakdown glycogenolysis"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	650	0.117364319767956	1.10266387280437	0	0	0.0296203023879786	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	750	0.117364319767956	1.10266387280437	0	0	0.0296203023879786	1100	0.0263099432562391	0.0844649528052309	0	0	0.006015545350335
"Glycogen synthesis"	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	300	0.198315776317271	1.4954602555361	0	0	0.0658440021824166	650	0.0284745759093243	0.0818326648967227	0	0	0.00790897834664147	300	0.198315776317271	1.4954602555361	0	0	0.0658440021824166	100	1.11191933311082	8.82570511024473	0.0689655172413793	100	0.335536482858884
"Glycolysis"	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	450	4.91041931284589	89.9492061668	0.96551724137931	0	0.265507732095618	450	0.0563098633968081	0.22136120006144	0	0	0.0175418735224042	750	4.91041931284589	89.9492061668	0.96551724137931	150	0.265507732095618	100	0.448913022609719	2.12497933071379	0	0	0.180839192086165
"Glycosphingolipid metabolism"	950	0.752083235759738	7.90327154056297	0.0344827586206897	950	0.129492814467157	150	0.752083235759738	7.90327154056297	0.0344827586206897	0	0.129492814467157	950	0.752083235759738	7.90327154056297	0.0344827586206897	950	0.129492814467157	150	0.235569880001177	1.44482217862701	0	0	0.0943387060858432	600	0.0503044304504861	0.268355455457906	0	0	0.0142224265863215
"Glyoxylate metabolism and glycine degradation"	100	0	0	0	0	0	100	0.174635284563841	1.24018853627108	0	0	0.0663722393729974	100	0	0	0	0	0	200	0.174635284563841	1.24018853627108	0	0	0.0663722393729974	500	0.79134497644332	7.08671458111124	0.0344827586206897	500	0.168959740267483
